sensorname,timeline,humidity,lat,lng
Cambridge,2022-06-22 18:52:32.800,22.768,42.3759,-71.1185
Monroe,2022-06-22 18:52:47.250,1.9936,32.5185,-92.0774
Independence,2022-06-22 18:52:40.903,1.8528,39.0871,-94.3501
Rochester,2022-06-22 18:52:41.357,2.6048,44.0154,-92.4780
Rock Hill,2022-06-22 18:52:46.987,2.3552,34.9415,-81.0241
Bloomington,2022-06-22 18:52:39.747,4.5024,39.1637,-86.5257
Billings,2022-06-22 18:52:50.867,3.024,45.7891,-108.5526
Seaside,2022-06-22 18:52:54.003,4.7136,36.6224,-121.8199
Clearwater,2022-06-22 18:52:47.480,5.4912,27.9790,-82.7623
Brandon,2022-06-22 18:52:46.520,4.32,27.9367,-82.3000
Burlington,2022-06-22 18:52:34.680,5.1072,44.4876,-73.2316
Pottstown,2022-06-22 18:52:33.743,5.7632,40.2508,-75.6445
Waterloo,2022-06-22 18:52:32.810,1.3568,42.4918,-92.3522
West Jordan,2022-06-22 18:52:53.757,4.4,40.6024,-112.0008
Coeur d'Alene,2022-06-22 18:52:50.773,3.9488,47.7040,-116.7936
Westminster,2022-06-22 18:52:53.793,4.4896,39.8837,-105.0624
St. George,2022-06-22 18:52:53.930,1.3728,37.0758,-113.5752
Gilroy,2022-06-22 18:52:52.697,4.1248,37.0046,-121.5854
Carlsbad,2022-06-22 18:52:51.723,3.7408,33.1246,-117.2834
El Monte,2022-06-22 18:52:52.850,14.7264,34.0739,-118.0291
North Charleston,2022-06-22 18:52:47.533,1.8112,32.9067,-80.0722
Chico,2022-06-22 18:52:51.147,3.5712,39.7578,-121.8161
Temecula,2022-06-22 18:52:54.307,3.7472,33.4928,-117.1315
Costa Mesa,2022-06-22 18:52:51.697,8.8288,33.6667,-117.9135
Utica,2022-06-22 18:52:35.117,4.4288,43.0962,-75.2261
Clovis,2022-06-22 18:52:51.313,5.4752,36.8278,-119.6830
Norman,2022-06-22 18:52:52.820,0.8544,35.2335,-97.3471
Elgin,2022-06-22 18:52:40.503,3.6384,42.0383,-88.3240
Centennial,2022-06-22 18:52:51.163,4.6272,39.5926,-104.8673
Lowell,2022-06-22 18:52:32.797,10.1024,42.6389,-71.3217
Downey,2022-06-22 18:52:51.617,11.0784,33.9379,-118.1311
Pompano Beach,2022-06-22 18:52:47.513,5.7184,26.2428,-80.1312
West Palm Beach,2022-06-22 18:52:48.363,2.5472,26.7469,-80.1320
Abilene,2022-06-22 18:52:51.847,1.4432,32.4543,-99.7384
Everett,2022-06-22 18:52:52.157,4.1248,47.9525,-122.1669
Miami Gardens,2022-06-22 18:52:47.520,7.5072,25.9433,-80.2426
Gresham,2022-06-22 18:52:52.310,5.8144,45.5021,-122.4413
El Centro,2022-06-22 18:52:53.000,4.576,32.7865,-115.5595
Richmond,2022-06-22 18:52:52.647,4.5216,37.9477,-122.3389
Inglewood,2022-06-22 18:52:51.607,14.8928,33.9566,-118.3444
Salisbury,2022-06-22 18:52:38.590,2.944,38.3756,-75.5865
Broken Arrow,2022-06-22 18:52:51.430,2.1344,36.0380,-95.7806
San Buenaventura,2022-06-22 18:53:09.783,6.1216,34.2741,-119.2314
Sandy Springs,2022-06-22 18:52:47.980,3.5488,33.9366,-84.3703
Hillsboro,2022-06-22 18:52:52.303,5.1968,45.5273,-122.9360
Sioux City,2022-06-22 18:52:32.817,1.744,42.4959,-96.3901
Jacksonville,2022-06-22 18:52:47.023,1.8848,34.7289,-77.3941
Meridian,2022-06-22 18:52:52.417,3.7952,43.6116,-116.3977
Lewisville,2022-06-22 18:52:53.010,3.5968,33.0454,-96.9815
Bend,2022-06-22 18:52:50.987,3.5648,44.0563,-121.3095
Daly City,2022-06-22 18:52:51.297,17.3376,37.6862,-122.4685
Highlands Ranch,2022-06-22 18:53:00.950,5.4464,39.5419,-104.9708
Jurupa Valley,2022-06-22 18:53:15.790,3.0656,34.0010,-117.4706
Temple,2022-06-22 18:52:54.523,1.328,31.1068,-97.3891
Logan,2022-06-22 18:52:52.477,3.5488,41.7399,-111.8422
Kailua,2022-06-22 18:52:55.613,6.0224,21.3920,-157.7396
West Covina,2022-06-22 18:52:54.247,8.1504,34.0555,-117.9113
Davie,2022-06-22 18:52:49.643,3.7376,26.0789,-80.2870
Columbia,2022-06-22 18:52:38.173,4.0768,39.2004,-76.8590
League City,2022-06-22 18:52:53.343,2.5376,29.4874,-95.1087
Mandeville,2022-06-22 18:52:48.280,2.1792,30.3751,-90.0904
San Tan Valley,2022-06-22 18:53:00.360,1.7088,33.1786,-111.5629
Turlock,2022-06-22 18:52:53.903,5.312,37.5053,-120.8588
Norwalk,2022-06-22 18:52:52.870,13.3024,33.9069,-118.0829
Allen,2022-06-22 18:52:51.767,4.8672,33.1088,-96.6735
San Germán,2022-06-20 08:32:55.897,4.064,18.0827,-67.0460
San Mateo,2022-06-22 18:52:53.920,10.5504,37.5522,-122.3121
Rialto,2022-06-22 18:52:52.777,5.3088,34.1175,-117.3892
Burbank,2022-06-22 18:52:51.603,7.376,34.1879,-118.3235
El Cajon,2022-06-22 18:52:52.987,8.7904,32.8017,-116.9604
Eau Claire,2022-06-22 18:52:34.667,2.5824,44.8197,-91.4948
Sparks,2022-06-22 18:52:53.707,3.488,39.5736,-119.7161
Charlottesville,2022-06-22 18:52:34.047,5.6928,38.0375,-78.4855
Renton,2022-06-22 18:52:52.197,5.36,47.4784,-122.1918
Idaho Falls,2022-06-22 18:52:51.013,3.2128,43.4871,-112.0362
Vista,2022-06-22 18:52:54.363,6.6336,33.1896,-117.2386
Holland,2022-06-22 18:52:35.367,2.4672,42.7677,-86.0984
Longmont,2022-06-22 18:52:52.547,4.1152,40.1686,-105.1005
Wichita Falls,2022-06-22 18:52:54.293,1.7952,33.9072,-98.5291
Lafayette,2022-06-22 18:52:52.550,3.744,39.9946,-105.0998
Vacaville,2022-06-22 18:52:53.867,4.1344,38.3587,-121.9673
Spokane Valley,2022-06-22 18:52:53.463,3.2512,47.6626,-117.2346
La Crosse,2022-06-22 18:52:34.947,2.9312,43.8241,-91.2268
Carmel,2022-06-22 18:52:39.630,2.4928,39.9650,-86.1460
Boca Raton,2022-06-22 18:52:46.577,4.1824,26.3752,-80.1080
Longview,2022-06-22 18:52:53.117,1.8176,32.5193,-94.7622
Kingsport,2022-06-22 18:52:46.797,1.2608,36.5224,-82.5454
South Fulton,2022-06-22 18:53:01.837,1.4272,33.6273,-84.5800
Beaverton,2022-06-22 18:52:50.927,6.2112,45.4779,-122.8168
Rio Rancho,2022-06-22 18:52:52.757,1.168,35.2873,-106.6982
Prescott Valley,2022-06-22 18:52:54.143,1.392,34.5980,-112.3185
Orem,2022-06-22 18:52:52.540,6.496,40.2981,-111.6994
Edinburg,2022-06-22 18:52:53.390,2.6976,26.3196,-98.1597
San Angelo,2022-06-22 18:52:54.517,2.08,31.4424,-100.4504
Portsmouth,2022-06-22 18:52:35.303,1.6896,43.0580,-70.7826
Tracy,2022-06-22 18:52:53.887,4.3648,37.7269,-121.4523
Federal Way,2022-06-22 18:52:52.197,5.3632,47.3091,-122.3358
Lawrence,2022-06-22 18:52:34.003,3.52,38.9597,-95.2642
Manteca,2022-06-22 18:52:52.637,4.6816,37.7927,-121.2264
San Marcos,2022-06-22 18:52:54.360,4.88,33.1350,-117.1743
Sandy,2022-06-22 18:53:09.793,4.9152,40.5709,-111.8506
Riverview,2022-06-22 18:52:46.527,2.5632,27.8227,-82.3023
Compton,2022-06-22 18:52:51.610,11.8016,33.8930,-118.2274
Brockton,2022-06-22 18:52:32.837,5.5424,42.0821,-71.0242
Santa Fe,2022-06-22 18:52:54.077,1.9968,35.6619,-105.9819
Hanford,2022-06-22 18:52:52.753,4.0704,36.3274,-119.6549
Middletown,2022-06-22 18:52:36.173,2.304,39.5033,-84.3659
Hesperia,2022-06-22 18:52:52.773,1.616,34.3975,-117.3147
Portsmouth,2022-06-22 18:52:36.243,3.5232,36.8468,-76.3540
South Gate,2022-06-22 18:52:54.240,16.2016,33.9447,-118.1926
Roswell,2022-06-22 18:52:47.110,2.8768,34.0391,-84.3513
Sunrise,2022-06-22 18:52:48.370,7.2192,26.1547,-80.2997
Bowling Green,2022-06-22 18:52:45.637,2.1888,36.9716,-86.4378
Lee's Summit,2022-06-22 18:53:04.527,1.9136,38.9171,-94.3816
Slidell,2022-06-22 18:52:48.280,2.2816,30.2887,-89.7828
Blacksburg,2022-06-22 18:52:38.817,2.7776,37.2300,-80.4279
Quincy,2022-06-22 18:52:32.830,7.0368,42.2506,-71.0187
Plantation,2022-06-22 18:52:47.513,5.36,26.1259,-80.2617
Dearborn,2022-06-22 18:52:36.340,4.8064,42.3127,-83.2130
Lynn,2022-06-22 18:52:32.780,10.8352,42.4781,-70.9664
Livonia,2022-06-22 18:52:36.357,3.2512,42.3972,-83.3733
Missoula,2022-06-22 18:52:52.210,2.6848,46.8751,-114.0214
Arden-Arcade,2022-06-22 18:53:09.060,7.28,38.6017,-121.3845
Fishers,2022-06-22 18:52:42.867,3.2416,39.9588,-85.9659
Mayagüez,2022-06-20 08:33:07.890,3.5232,18.2003,-67.1397
Terre Haute,2022-06-22 18:52:42.040,2.1888,39.4660,-87.3751
Edmond,2022-06-22 18:52:52.793,1.3568,35.6689,-97.4160
Menifee,2022-06-22 18:52:55.273,2.4704,33.6909,-117.1849
Vineland,2022-06-22 18:52:33.920,1.072,39.4653,-74.9981
Santa Monica,2022-06-22 18:52:54.237,13.456,34.0235,-118.4810
Alafaya,2022-06-22 18:53:01.473,3.6864,28.5280,-81.1868
Suffolk,2022-06-22 18:52:36.243,0.2816,36.6953,-76.6398
Carson,2022-06-22 18:52:51.583,6.0256,33.8374,-118.2559
Kirkland,2022-06-22 18:52:52.207,6.3232,47.6970,-122.2057
Westminster,2022-06-22 18:52:54.340,11.1808,33.7523,-117.9938
San Leandro,2022-06-22 18:52:53.907,8.3904,37.7074,-122.1599
Lawton,2022-06-22 18:52:52.847,1.4176,34.6175,-98.4202
Bismarck,2022-06-22 18:52:34.297,2.6144,46.8143,-100.7694
Dover,2022-06-22 18:52:35.177,1.4752,43.1887,-70.8845
Town 'n' Country,2022-06-22 18:53:01.460,5.0208,28.0106,-82.5763
Fall River,2022-06-22 18:52:32.867,3.3408,41.7136,-71.1015
Rapid City,2022-06-22 18:52:34.550,1.728,44.0716,-103.2204
Germantown,2022-06-22 18:52:38.210,6.4928,39.1755,-77.2643
Miami Beach,2022-06-22 18:52:47.520,14.3648,25.8171,-80.1396
Mount Pleasant,2022-06-22 18:52:49.657,2.2304,32.8537,-79.8203
Albany,2022-06-22 18:52:46.233,1.6288,31.5776,-84.1762
Chino,2022-06-22 18:52:51.483,3.7184,33.9836,-117.6654
Norwalk,2022-06-22 18:52:37.210,4.7904,41.1144,-73.4215
Florence,2022-06-22 18:52:46.013,2.0576,34.1780,-79.7898
State College,2022-06-22 18:52:33.200,11.4144,40.7909,-77.8567
Livermore,2022-06-22 18:52:52.663,4.2848,37.6868,-121.7607
Conroe,2022-06-22 18:52:51.957,1.5136,30.3238,-95.4824
Newton,2022-06-22 18:52:32.803,6.1184,42.3316,-71.2085
O'Fallon,2022-06-22 18:52:40.940,3.6544,38.7850,-90.7175
Dalton,2022-06-22 18:52:47.020,1.9584,34.7690,-84.9720
Citrus Heights,2022-06-22 18:52:51.217,7.616,38.6948,-121.2880
Jackson,2022-06-22 18:52:35.543,3.6736,42.2431,-84.4038
Waukegan,2022-06-22 18:52:42.483,4.4448,42.3698,-87.8716
Muncie,2022-06-22 18:52:40.737,3.0528,40.1989,-85.3950
Newport Beach,2022-06-22 18:52:52.950,4.4992,33.6151,-117.8668
Decatur,2022-06-22 18:52:39.640,2.0672,39.8557,-88.9342
Homosassa Springs,2022-06-22 18:52:46.430,0.7136,28.8119,-82.5392
Port Huron,2022-06-22 18:52:36.323,4.4096,42.9821,-82.4388
Anderson,2022-06-22 18:52:39.613,1.616,40.0891,-85.6892
Bryan,2022-06-22 18:52:51.940,1.952,30.6650,-96.3807
Hawthorne,2022-06-22 18:52:52.857,17.3344,33.9147,-118.3476
Hoover,2022-06-22 18:52:47.167,2.192,33.3763,-86.8068
Napa,2022-06-22 18:52:52.610,5.36,38.2975,-122.3010
Bloomington,2022-06-22 18:52:39.117,3.0336,44.8306,-93.3151
Clifton,2022-06-22 18:52:35.880,9.3344,40.8630,-74.1575
Springfield,2022-06-22 18:52:36.137,2.8032,39.9300,-83.7959
Hattiesburg,2022-06-22 18:52:46.247,1.0624,31.3074,-89.3170
Whittier,2022-06-22 18:52:54.247,7.152,33.9678,-118.0188
Largo,2022-06-22 18:52:47.483,5.6416,27.9088,-82.7712
Lake Forest,2022-06-22 18:52:52.960,6.256,33.6605,-117.6714
New Braunfels,2022-06-22 18:52:53.710,2.3136,29.6994,-98.1148
Johns Creek,2022-06-22 18:52:47.113,3.3888,34.0333,-84.2027
Redwood City,2022-06-22 18:52:52.673,5.3984,37.5025,-122.2253
Alhambra,2022-06-22 18:52:51.593,13.68,34.0840,-118.1355
Troy,2022-06-22 18:52:34.803,3.104,42.5817,-83.1457
Mission,2022-06-22 18:52:53.397,2.848,26.2039,-98.3256
Alton,2022-06-22 18:52:39.793,2.0864,38.9037,-90.1520
Goodyear,2022-06-22 18:52:52.933,0.5376,33.2614,-112.3622
Fort Myers,2022-06-22 18:52:46.597,2.5888,26.6194,-81.8302
Williamsburg,2022-06-22 18:52:34.090,2.0768,37.2693,-76.7076
Chino Hills,2022-06-22 18:52:51.487,2.2912,33.9508,-117.7254
Melbourne,2022-06-22 18:52:48.330,2.3008,28.1086,-80.6627
Buena Park,2022-06-22 18:52:51.693,9.648,33.8572,-118.0046
Kankakee,2022-06-22 18:52:40.630,2.1184,41.1020,-87.8643
Atascocita,2022-06-22 18:52:50.620,4.2336,29.9777,-95.1953
Loveland,2022-06-22 18:52:52.523,2.9344,40.4166,-105.0623
Westland,2022-06-22 18:52:34.217,4.9408,42.3192,-83.3805
Cicero,2022-06-22 18:52:41.557,17.1616,41.8445,-87.7593
Pine Hills,2022-06-22 18:52:46.467,8.2464,28.5818,-81.4692
San Ramon,2022-06-22 18:52:53.900,5.376,37.7624,-121.9365
Cranston,2022-06-22 18:52:35.657,3.5392,41.7658,-71.4858
Somerville,2022-06-22 18:52:35.493,24.3264,42.3908,-71.1014
Silver Spring,2022-06-22 18:52:38.217,12.704,39.0028,-77.0207
Warwick,2022-06-22 18:52:35.713,2.8608,41.7062,-71.4334
Joplin,2022-06-22 18:52:41.140,1.6384,37.0757,-94.5018
Farmington Hills,2022-06-22 18:52:34.813,3.0048,42.4860,-83.3771
Auburn,2022-06-22 18:52:50.787,3.3792,47.3039,-122.2108
Deerfield Beach,2022-06-22 18:52:47.507,6.6784,26.3050,-80.1277
Tustin,2022-06-22 18:52:54.337,8.944,33.7311,-117.8107
Franklin,2022-06-22 18:52:45.750,2.3296,35.9200,-86.8516
Anderson,2022-06-22 18:52:45.950,2.336,34.5211,-82.6478
Lebanon,2022-06-22 18:52:33.717,7.6416,40.3412,-76.4228
Springdale,2022-06-22 18:52:47.707,2.112,36.1901,-94.1574
Yauco,2022-06-20 08:33:07.970,6.6048,18.0344,-66.8615
Madera,2022-06-22 18:52:52.670,4.9152,36.9630,-120.0778
Brooklyn Park,2022-06-22 18:52:36.393,3.7984,45.1112,-93.3505
Mountain View,2022-06-22 18:52:52.703,8.2752,37.4001,-122.0796
Lawrence,2022-06-22 18:52:32.777,14.2656,42.7002,-71.1626
Pleasanton,2022-06-22 18:52:52.667,4.0928,37.6663,-121.8805
Alameda,2022-06-22 18:52:51.283,9.4368,37.7668,-122.2670
Zephyrhills,2022-06-22 18:52:48.337,2.0864,28.2409,-82.1797
Lakewood,2022-06-22 18:52:52.887,10.4704,33.8471,-118.1222
Flagstaff,2022-06-22 18:52:52.707,1.3696,35.1872,-111.6194
Florence,2022-06-22 18:52:34.453,1.8912,34.8303,-87.6655
Folsom,2022-06-22 18:52:52.617,3.5264,38.6668,-121.1422
New Rochelle,2022-06-22 18:52:33.153,9.5328,40.9304,-73.7836
St. Joseph,2022-06-22 18:52:41.920,2.112,39.7598,-94.8210
Texarkana,2022-06-22 18:52:54.357,1.4464,33.4500,-94.0847
Plymouth,2022-06-22 18:52:41.300,2.9792,45.0225,-93.4617
Flower Mound,2022-06-22 18:52:54.380,2.32,33.0343,-97.1146
Valdosta,2022-06-22 18:52:48.263,1.9328,30.8502,-83.2788
Pharr,2022-06-22 18:52:53.400,4.112,26.1685,-98.1904
Parma,2022-06-22 18:52:35.777,4.8512,41.3843,-81.7286
Newark,2022-06-22 18:52:33.790,2.9536,40.0706,-82.4250
Elizabethtown,2022-06-22 18:52:45.587,1.3696,37.7031,-85.8773
Davis,2022-06-22 18:52:51.203,8.5024,38.5553,-121.7370
St. Augustine,2022-06-22 18:52:48.307,1.952,29.8976,-81.3100
Boynton Beach,2022-06-22 18:52:46.577,5.968,26.5281,-80.0811
Perris,2022-06-22 18:52:52.927,3.0432,33.7898,-117.2233
Anniston,2022-06-22 18:52:38.933,0.5792,33.6712,-85.8135
Sumter,2022-06-22 18:52:47.983,1.504,33.9392,-80.3930
Upland,2022-06-22 18:52:54.100,6.1312,34.1178,-117.6604
Layton,2022-06-22 18:52:52.517,4.2432,41.0770,-111.9620
Kendall,2022-06-22 18:52:46.613,5.9264,25.6697,-80.3556
Morgantown,2022-06-22 18:52:38.017,3.7504,39.6383,-79.9464
Cedar Park,2022-06-22 18:52:51.943,3.7376,30.5105,-97.8197
Auburn,2022-06-22 18:52:46.180,1.3344,32.6087,-85.4903
Camarillo,2022-06-22 18:52:51.570,4.304,34.2230,-119.0321
Cheyenne,2022-06-22 18:52:51.083,2.4544,41.1350,-104.7902
Bellflower,2022-06-22 18:52:51.600,15.4176,33.8880,-118.1271
Watsonville,2022-06-22 18:52:53.950,9.6512,36.9206,-121.7708
Hammond,2022-06-22 18:52:39.463,4.1376,41.6168,-87.4909
Baytown,2022-06-22 18:52:51.987,2.5376,29.7587,-94.9671
Wausau,2022-06-22 18:52:34.533,2.4864,44.9620,-89.6459
Wyoming,2022-06-22 18:52:32.743,3.7952,42.8908,-85.7066
Alexandria,2022-06-22 18:52:46.243,2.016,31.2923,-92.4702
Hammond,2022-06-22 18:52:46.277,1.808,30.5061,-90.4563
Baldwin Park,2022-06-22 18:52:51.597,14.0928,34.0829,-117.9722
Carmichael,2022-06-22 18:52:49.950,6.0928,38.6318,-121.3263
Battle Creek,2022-06-22 18:52:35.547,1.4816,42.2985,-85.2296
Bethlehem,2022-06-22 18:52:33.357,4.8832,40.6266,-75.3679
Fajardo,2022-06-20 08:33:08.037,3.6992,18.3331,-65.6589
Gary,2022-06-22 18:52:40.563,1.872,41.5905,-87.3473
Georgetown,2022-06-22 18:52:53.247,1.6256,30.6660,-97.6966
Missouri City,2022-06-22 18:52:53.320,3.2064,29.5630,-95.5365
Oshkosh,2022-06-22 18:52:34.617,3.0496,44.0227,-88.5619
Milpitas,2022-06-22 18:52:52.700,6.8896,37.4336,-121.8921
Arlington Heights,2022-06-22 18:52:43.613,5.584,42.0955,-87.9826
Union City,2022-06-22 18:52:53.910,4.832,37.6032,-122.0181
Wheeling,2022-06-22 18:52:37.880,2.4256,40.0752,-80.6951
Harrisonburg,2022-06-22 18:52:36.213,3.8144,38.4362,-78.8735
Winchester,2022-06-22 18:52:33.993,3.7504,39.1735,-78.1746
Buckeye,2022-06-22 18:52:54.310,0.2336,33.4314,-112.6429
Rancho Cordova,2022-06-22 18:52:52.617,2.656,38.5737,-121.2527
Pocatello,2022-06-22 18:52:45.747,2.0736,42.8724,-112.4647
Rochester Hills,2022-06-22 18:52:34.800,2.7968,42.6645,-83.1563
Bolingbrook,2022-06-22 18:52:43.853,3.6928,41.6901,-88.1021
Pasco,2022-06-22 18:52:52.257,2.7008,46.2506,-119.1305
Hilton Head Island,2022-06-22 18:52:49.343,1.1936,32.1896,-80.7499
Centreville,2022-06-22 18:52:38.387,7.6832,38.8390,-77.4389
Mansfield,2022-06-22 18:52:33.330,1.8592,40.7656,-82.5275
Evanston,2022-06-22 18:52:40.500,11.7472,42.0464,-87.6943
Camden,2022-06-22 18:52:33.877,10.2112,39.9361,-75.1073
South Jordan,2022-06-22 18:52:53.757,4.1024,40.5570,-111.9784
Jonesboro,2022-06-22 18:52:46.877,1.1904,35.8212,-90.6791
Lake Jackson,2022-06-22 18:52:53.350,1.7056,29.0516,-95.4521
Schaumburg,2022-06-22 18:52:43.690,4.6976,42.0308,-88.0838
Altoona,2022-06-22 18:52:33.450,5.5104,40.5082,-78.4007
Apple Valley,2022-06-22 18:52:54.103,1.1744,34.5352,-117.2109
Conway,2022-06-22 18:52:46.967,1.7888,35.0753,-92.4692
Ellicott City,2022-06-22 18:52:38.173,3.0144,39.2774,-76.8345
Owensboro,2022-06-22 18:52:46.710,3.5968,37.7575,-87.1172
Caguas,2022-06-20 08:32:55.910,8.2784,18.2319,-66.0388
Southfield,2022-06-22 18:52:34.800,3.4336,42.4765,-83.2605
Framingham,2022-06-22 18:52:35.500,3.5936,42.3085,-71.4368
Cleveland,2022-06-22 18:52:46.973,2.0544,35.1817,-84.8707
New Britain,2022-06-22 18:52:37.143,6.688,41.6759,-72.7862
Waukesha,2022-06-22 18:52:35.377,3.504,43.0087,-88.2464
Dale City,2022-06-22 18:52:38.463,6.2496,38.6473,-77.3459
Janesville,2022-06-22 18:52:34.837,2.3296,42.6854,-89.0135
Lauderhill,2022-06-22 18:52:47.517,10.416,26.1605,-80.2241
Pawtucket,2022-06-22 18:52:35.657,10.2368,41.8744,-71.3743
Juana Díaz,2022-06-20 08:32:55.953,6.1216,18.0532,-66.5044
Pittsburg,2022-06-22 18:52:52.653,5.0112,38.0182,-121.8965
Redlands,2022-06-22 18:52:52.783,2.4576,34.0512,-117.1712
Maple Grove,2022-06-22 18:52:41.293,2.7136,45.1089,-93.4626
Mansfield,2022-06-22 18:52:53.073,2.4064,32.5690,-97.1213
Woodbury,2022-06-22 18:52:42.367,2.5216,44.9057,-92.9230
Wenatchee,2022-06-22 18:52:53.443,4,47.4360,-120.3295
Jackson,2022-06-22 18:52:46.897,1.4144,35.6538,-88.8354
Weston,2022-06-22 18:52:48.373,3.5648,26.1006,-80.4054
San Marcos,2022-06-22 18:52:54.557,2.2208,29.8734,-97.9356
Wilmington,2022-06-22 18:52:37.950,8.0096,39.7415,-75.5416
St. Charles,2022-06-22 18:52:42.090,3.5168,38.7954,-90.5157
Eldersburg,2022-06-22 18:52:38.067,0.9472,39.4041,-76.9528
North Richland Hills,2022-06-22 18:52:53.073,4.8,32.8604,-97.2180
Casas Adobes,2022-06-22 18:52:50.477,3.2672,32.3423,-111.0113
Sheboygan,2022-06-22 18:52:34.997,3.8016,43.7403,-87.7316
Lodi,2022-06-22 18:52:52.633,6.0288,38.1218,-121.2932
Walnut Creek,2022-06-22 18:52:53.900,4.3648,37.9024,-122.0399
Passaic,2022-06-22 18:52:33.207,27.52,40.8574,-74.1282
Bristol,2022-06-22 18:52:45.670,1.0176,36.5572,-82.2154
Decatur,2022-06-22 18:52:33.773,1.2352,34.5731,-86.9905
West Bend,2022-06-22 18:52:35.200,2.512,43.4173,-88.1818
Glen Burnie,2022-06-22 18:52:38.287,4.9696,39.1560,-76.6071
Lynwood,2022-06-22 18:52:52.863,17.7696,33.9240,-118.2016
Dothan,2022-06-22 18:52:33.887,0.9408,31.2336,-85.4070
Broomfield,2022-06-22 18:52:51.150,2.6016,39.9542,-105.0526
Lima,2022-06-22 18:52:35.157,3.3472,40.7410,-84.1120
Florida,2022-06-20 08:32:56.017,3.744,18.3643,-66.5611
Homestead,2022-06-22 18:52:47.530,5.6448,25.4665,-80.4472
Delray Beach,2022-06-22 18:52:47.493,5.3504,26.4550,-80.0905
Daytona Beach,2022-06-22 18:52:47.437,1.2928,29.1995,-81.0982
Bossier City,2022-06-22 18:52:46.160,1.9232,32.5224,-93.6668
Poinciana,2022-06-22 18:52:46.503,1.1712,28.1217,-81.4821
Parkersburg,2022-06-22 18:52:38.157,3.1168,39.2623,-81.5420
Rockville,2022-06-22 18:52:38.220,6.1888,39.0834,-77.1553
Yorba Linda,2022-06-22 18:52:54.340,4.2144,33.8890,-117.7714
Union City,2022-06-22 18:52:33.403,65.3472,40.7675,-74.0323
Palo Alto,2022-06-22 18:52:52.703,3.4848,37.3905,-122.1468
Redmond,2022-06-22 18:52:52.207,5.0656,47.6763,-122.1169
Longview,2022-06-22 18:52:52.273,3.1648,46.1461,-122.9630
Bay City,2022-06-22 18:52:34.953,3.9968,43.5902,-83.8887
Dubuque,2022-06-22 18:52:32.807,2.32,42.5002,-90.7070
Porterville,2022-06-22 18:52:52.737,3.9104,36.0643,-119.0338
Gaithersburg,2022-06-22 18:52:38.217,8.1248,39.1346,-77.2131
Palatine,2022-06-22 18:52:43.680,6.1664,42.1180,-88.0430
Rogers,2022-06-22 18:52:46.813,2.1504,36.3170,-94.1531
Mount Vernon,2022-06-22 18:52:52.143,3.5648,48.4203,-122.3115
El Paso de Robles,2022-06-22 18:53:47.217,1.9776,35.6394,-120.6560
Mount Vernon,2022-06-22 18:52:33.150,19.0176,40.9136,-73.8291
Sherman,2022-06-22 18:52:54.323,1.1552,33.6273,-96.6221
Rocklin,2022-06-22 18:52:52.603,4.1824,38.8075,-121.2489
Hanover,2022-06-22 18:52:33.820,5.2384,39.8118,-76.9836
Rome,2022-06-22 18:52:47.050,1.424,34.2662,-85.1863
Lehi,2022-06-22 18:52:52.537,2.944,40.4136,-111.8725
South San Francisco,2022-06-22 18:52:53.923,8.976,37.6538,-122.4196
Kenner,2022-06-22 18:52:47.417,5.5424,30.0109,-90.2549
Guaynabo,2022-06-20 08:32:55.947,6.8448,18.3832,-66.1134
West Des Moines,2022-06-22 18:52:42.557,1.744,41.5521,-93.7806
Redondo Beach,2022-06-22 18:52:52.880,13.2736,33.8577,-118.3765
DeKalb,2022-06-22 18:52:39.403,3.2864,41.9314,-88.7481
Petaluma,2022-06-22 18:52:52.613,5.216,38.2423,-122.6266
Alpharetta,2022-06-22 18:52:46.030,3.056,34.0704,-84.2738
Carbondale,2022-06-22 18:52:39.930,1.8016,37.7221,-89.2237
Tamarac,2022-06-22 18:52:48.370,7.0816,26.2056,-80.2539
Victoria,2022-06-22 18:52:55.413,2.2144,28.8287,-96.9849
Albany,2022-06-22 18:52:50.977,3.808,44.6272,-123.0965
Eagan,2022-06-22 18:52:40.223,2.6272,44.8170,-93.1638
Saratoga Springs,2022-06-22 18:52:32.740,1.232,43.0674,-73.7775
Corvallis,2022-06-22 18:52:50.980,5.0752,44.5698,-123.2779
North Little Rock,2022-06-22 18:52:47.003,1.5584,34.7807,-92.2371
Glens Falls,2022-06-22 18:52:32.717,4.5952,43.3109,-73.6458
Michigan City,2022-06-22 18:52:46.240,1.888,41.7092,-86.8690
Ames,2022-06-22 18:52:39.390,2.9696,42.0256,-93.6217
Shawnee,2022-06-22 18:52:34.010,1.936,39.0158,-94.8076
Eastvale,2022-06-22 18:53:00.790,6.4096,33.9617,-117.5803
Lakeville,2022-06-22 18:52:40.230,2.2336,44.6774,-93.2520
Weirton,2022-06-22 18:52:37.777,1.2608,40.4060,-80.5671
Rowlett,2022-06-22 18:52:53.080,3.8944,32.9155,-96.5489
Guayama,2022-06-20 08:33:08.047,6.72,17.9743,-66.1104
Schenectady,2022-06-22 18:52:32.767,7.4784,42.8025,-73.9275
Sammamish,2022-06-22 18:52:53.487,3.9456,47.6017,-122.0416
Castle Rock,2022-06-22 18:52:54.827,2.3456,39.3763,-104.8535
Jupiter,2022-06-22 18:52:49.627,3.7184,26.9200,-80.1128
Bayonne,2022-06-22 18:52:35.967,13.8176,40.6668,-74.1158
